@relation house
@attribute P1 real[2,7322564]
@attribute P5p1 real[0.125,0.9230769]
@attribute P6p2 real[0,1]
@attribute P11p4 real[0,0.9172546]
@attribute P14p9 real[0,0.5118719]
@attribute P15p1 real[0.0541562,1]
@attribute P15p3 real[0,0.9433249]
@attribute P16p2 real[0.2337023,1]
@attribute P18p2 real[0,0.125]
@attribute P27p4 real[0,0.7057357]
@attribute H2p2 real[0,0.9751773]
@attribute H8p2 real[0,1]
@attribute H10p1 real[0.0032573,1]
@attribute H13p1 real[0,1]
@attribute H18pA real[0,1]
@attribute H40p4 real[0,1]
@attribute Price real[0,500001]
@inputs P1, P5p1, P6p2, P11p4, P14p9, P15p1, P15p3, P16p2, P18p2, P27p4, H2p2, H8p2, H10p1, H13p1, H18pA, H40p4
@outputs Price
@data
766,0.4582245,0,0.232376,0.2024096,0.8146214,0,0.5981873,0.0030211,0.021148,0.075419,0,0.9939577,0.3324022,0.115942,1,17300
135,0.5333333,0,0.1555556,0.0634921,0.9259259,0,0.8297872,0,0.0425532,0.0408163,0,1,0.1020408,0.1428571,0,67500
84985,0.4645761,0.0109196,0.1673354,0.1289805,0.7667118,0.0174031,0.5843377,0.0015976,0.0796569,0.0544366,0.0102865,0.9879197,0.4567476,0.0431761,0.4922481,132700
669,0.45142,0.1464873,0.1345291,0.147139,0.9043348,0,0.752,0,0.004,0.0530303,0.128,0.996,0.2045455,0.1111111,0.6666667,27500
949,0.4741834,0,0.1580611,0.1422846,0.86196,0.0316122,0.7259475,0.0058309,0.0116618,0.0498615,0,0.9970845,0.1551247,0.1025641,0.3333333,24600
204,0.504902,0,0.1764706,0.1089109,0.9166667,0,0.7916667,0,0.0277778,0.2173913,0,1,0.2391304,0.125,1,14999
150,0.4733333,0.0066667,0.2066667,0.0759494,0.8933333,0,0.7627119,0,0.0338983,0.1323529,0.0169492,1,0.3235294,0.125,0,14999
726,0.4807163,0.0055096,0.2272727,0.1458886,0.8236915,0.0027548,0.6273292,0,0.0186335,0.3661417,0.0031056,0.8819876,0.4507874,0.0900901,1,38800
161,0.5031056,0,0.2484472,0.2,0.8571429,0,0.671875,0,0.03125,0.0857143,0,0.984375,0.2142857,0.05,1,14999
70487,0.4659157,0.1737909,0.153546,0.1266536,0.7979202,0.0435541,0.6582743,0.0048813,0.0469776,0.07831,0.1683488,0.9955224,0.3045125,0.0964796,0.4375,31300
751,0.4966711,0.0026631,0.1185087,0.0608466,0.9214381,0,0.7962963,0,0.0148148,0.0391459,0,1,0.113879,0.1,0.3333333,36800
1856,0.4946121,0.0016164,0.0802802,0.0415778,0.9396552,0,0.845787,0.0031797,0.0174881,0.0337942,0.0031797,0.9952305,0.1121352,0.1359223,0.3333333,52100
736,0.4918478,0.0040761,0.0570652,0.0240642,0.9538043,0.0027174,0.8857143,0.0040816,0.0040816,0.0613027,0.0040816,0.9959184,0.1685824,0.075,0.4285714,69600
1064,0.4671053,0.0037594,0.2095865,0.1375661,0.7509398,0.0432331,0.5924276,0.0022272,0.0734967,0.2039007,0.0044543,0.986637,0.3634752,0.0418848,0.1612903,105700
2065,0.4653753,0.0145278,0.2276029,0.2201087,0.7748184,0,0.5566038,0,0.0398323,0.0383065,0.0136268,0.9863732,0.5564516,0.0209205,0.3,63200
1454,0.4642366,0,0.2668501,0.2041078,0.8156809,0.0433287,0.6672185,0,0.0066225,0.2643118,0,0.9735099,0.3130329,0.0819672,0.8518519,19700
174,0.4827586,0,0.1149425,0.0666667,0.8735632,0,0.6969697,0.0151515,0.030303,0.0434783,0,0.9848485,0.2028986,0,1,19800
1159,0.4641933,0,0.1734254,0.1288245,0.8817947,0,0.7320261,0.0065359,0.0174292,0.1206897,0,0.9978214,0.2413793,0.1139241,0.6,18700
170,0.4882353,0,0.3647059,0.2528736,0.7823529,0,0.6097561,0.0121951,0.0487805,0.2477064,0,1,0.3302752,0.0714286,0,14999
230,0.4608696,0.3130435,0.1652174,0.1612903,0.8130435,0.0652174,0.6785714,0,0.0119048,0.125,0.2738095,1,0.3125,0.1111111,1,48100
1531,0.470934,0.0019595,0.2475506,0.1493827,0.8047028,0.0444154,0.6576,0.0016,0.024,0.0544629,0.0016,0.9936,0.2677761,0.0930233,0,29800
161,0.4720497,0,0.1304348,0.1176471,0.8819876,0,0.704918,0,0.0163934,0.1643836,0,1,0.0547945,0.2857143,0,16900
331,0.4833837,0,0.1480363,0.1169591,0.897281,0,0.751938,0,0.0155039,0.1041667,0,1,0.1736111,0.0769231,1,14999
290,0.4931034,0,0.1275862,0.122449,0.8827586,0,0.7181818,0.0090909,0.0181818,0.2142857,0,0.9818182,0.3142857,0.047619,0,14999
1311,0.4599542,0.0007628,0.2654462,0.2259887,0.8047292,0.0411899,0.6424581,0,0.0167598,0.105,0.0018622,1,0.2833333,0.0629371,0.5,20500
3705,0.4701754,0.0002699,0.1797571,0.1538462,0.8361673,0.0307692,0.6817865,0.0027913,0.0209351,0.0572368,0,0.9965108,0.3427632,0.0826772,0.2666667,26100
5587,0.4807589,0.0028638,0.1873993,0.1006549,0.9205298,0,0.7998003,0,0.0209685,0.0932549,0.0024963,0.9905142,0.1190584,0.1809955,0.4655172,93100
4605,0.4647123,0.0004343,0.2180239,0.1675456,0.8816504,0,0.7201087,0,0.0146739,0.03816,0.0005435,0.9972826,0.1996864,0.0536131,0.7333333,48400
1890,0.5005291,0.0190476,0.1079365,0.0529661,0.8814815,0,0.7471429,0.0042857,0.0571429,0.0450205,0.0128571,0.9985714,0.2878581,0.0547945,0.25,101400
11304,0.4694798,0.0213199,0.1854211,0.1312323,0.8550955,0,0.6843239,0.0034453,0.0292851,0.0408922,0.0198105,0.9937554,0.2792235,0.0571616,0.4054054,31700
136,0.4852941,0.0220588,0.1544118,0.1142857,0.8823529,0,0.72,0,0.04,0.122807,0.02,1,0.2280702,0.25,0,14999
1990,0.441206,0.0070352,0.2145729,0.2131295,0.8080402,0.0557789,0.6754057,0.0012484,0.011236,0.1284004,0.0099875,0.9962547,0.383025,0.0716113,0.7272727,27700
683,0.4626647,0.0351391,0.2562225,0.1771117,0.8477306,0.0278184,0.7298246,0.0035088,0.0210526,0.0716612,0.045614,1,0.2345277,0.0714286,0.625,27200
378,0.4550265,0.2936508,0.2301587,0.1650485,0.8783069,0,0.7169811,0,0.0062893,0.0862069,0.245283,0.9937107,0.2298851,0.0294118,0.75,25000
678,0.4498525,0,0.1504425,0.1152815,0.9041298,0,0.7604563,0,0.0076046,0.0471014,0,1,0.2282609,0.1818182,0,24300
11339,0.4882265,0.0038804,0.0687009,0.0630708,0.8536026,0.0066143,0.710114,0.0064103,0.0686135,0.0589812,0.002849,0.9945394,0.3467382,0.0521472,0.4025974,75700
2136,0.4756554,0.0009363,0.204588,0.1651786,0.8075843,0.0444757,0.6694915,0.0024213,0.0472155,0.0634921,0.0024213,0.9975787,0.2970522,0.0452489,0.4166667,29100
287,0.5121951,0,0.1986063,0.1785714,0.8501742,0,0.6885246,0.0081967,0.0409836,0.0757576,0,1,0.25,0.0344828,1,14999
138,0.5797101,0.0072464,0.2536232,0.1896552,0.8115942,0,0.609375,0,0.015625,0.7104072,0,1,0.6877828,0,0,26300
6066,0.4699967,0.0032971,0.1950214,0.1097978,0.8026706,0.0133531,0.6437524,0.001899,0.0550703,0.0291298,0.0034182,0.9848082,0.3023599,0.03125,0.1666667,108100
1144,0.4493007,0.9895105,0.1276224,0.1349206,0.8627622,0,0.6699752,0.0198511,0.0397022,0.0671296,0.9950372,1,0.650463,0.1853282,0.5,14999
1139,0.4925373,0,0.1694469,0.1435986,0.8516242,0,0.6615385,0.0043956,0.0263736,0.0560166,0,1,0.3817427,0.054878,0.6,40600
1482,0.4811066,0.1417004,0.1761134,0.1235371,0.782726,0,0.5882353,0.0030166,0.0588235,0.3809524,0.107089,0.9788839,0.3986928,0.0664062,0.5416667,102900
3617,0.4597733,0.1274537,0.2186895,0.1642784,0.7976223,0.0508709,0.6619145,0.0033944,0.0257977,0.0629771,0.1154107,0.9945689,0.3193384,0.0673077,0.45,36600
659,0.4946889,0.0273141,0.0789074,0.045045,0.9347496,0,0.853211,0.0137615,0.0229358,0.0878661,0.0275229,0.9724771,0.2468619,0.2,0.5,20400
3820,0.4842932,0.0007853,0.1431937,0.0994924,0.8753927,0.0028796,0.7292394,0.0027913,0.038381,0.0304465,0.0006978,0.9965108,0.2523681,0.0551181,0.5,39000
4354,0.4441893,0,0.2248507,0.1768595,0.8222324,0.0390446,0.6790123,0.0005612,0.0140292,0.0541401,0,0.9977553,0.3216561,0.088632,0.7222222,29800
147,0.4693878,0.1904762,0.1360544,0.1153846,0.8979592,0,0.7368421,0,0,0.173913,0.1754386,1,0.2028986,0.125,0,31900
10005,0.4704648,0.3846077,0.2007996,0.1570404,0.7878061,0.0510745,0.6366897,0.0048681,0.039713,0.1315087,0.3289777,0.9877018,0.376057,0.1183363,0.4814815,26100
2098,0.4971401,0.0452812,0.0104862,0.0170616,0.9394662,0,0.8603269,0.0059435,0.0297177,0.0480905,0.0430906,0.9881129,0.1074965,0.1639344,0.4,63400
2684,0.5,0.0078241,0.147541,0.1162444,0.8468703,0.052161,0.7534685,0.0042689,0.0352188,0.0290155,0.0021345,0.9957311,0.2487047,0.0963303,0.5,30700
1034,0.5019342,0,0.1518375,0.0970874,0.8675048,0,0.7197943,0.0102828,0.0462725,0.0671463,0,0.9974293,0.3189448,0.0847458,0.6,36400
4729,0.4609854,0.4510467,0.1835483,0.1581012,0.8566293,0.024741,0.7075099,0.0028233,0.0197628,0.0991862,0.3879164,0.9966121,0.2858596,0.1025641,0.4482759,21200
2045,0.4713936,0.003912,0.2356968,0.1609621,0.8259169,0.0293399,0.6670602,0.0011806,0.0153483,0.1470292,0.0094451,0.9964581,0.2628399,0.0964467,0.6774194,21700
1194,0.4639866,0.001675,0.2303183,0.1921875,0.781407,0.0335008,0.6130952,0.0039683,0.047619,0.2340426,0.0019841,1,0.3069909,0.0597015,0.7142857,39600
520,0.4980769,0,0.1557692,0.1302682,0.8865385,0,0.7462687,0.0099502,0.0248756,0.0779817,0,1,0.2385321,0.0833333,0,18800
522,0.48659,0,0.0670498,0.0410448,0.954023,0,0.883871,0.0064516,0.0258065,0.2010309,0,0.9870968,0.2268041,0.12,0.6666667,56300
487,0.476386,0,0.1581109,0.1647059,0.8213552,0,0.6302083,0.0104167,0.0625,0.1192661,0,1,0.266055,0.0677966,1,22300
727,0.4855571,0.0013755,0.1292985,0.0855615,0.9160935,0,0.8015873,0.0079365,0.0238095,0.080292,0,0.984127,0.2153285,0.1190476,0.5,20700
730,0.509589,0.0013699,0.0931507,0.0865922,0.8424658,0.0479452,0.7265306,0.0081633,0.0367347,0.0992647,0.0040816,0.9836735,0.4742647,0.1,0.5,15300
4992,0.4745593,0.1123798,0.1448317,0.1269539,0.8305288,0.0046074,0.640201,0.0055276,0.0457286,0.0599906,0.0854271,0.9929648,0.3986774,0.0860606,0.4166667,27700
402,0.4726368,0,0.2114428,0.1603774,0.8830846,0,0.7212121,0,0.0060606,0.1831683,0,0.9939394,0.4752475,0.1470588,0.6666667,14999
264,0.5113636,0.1439394,0.1439394,0.1085271,0.9204545,0,0.79,0,0,0.1735537,0.12,0.98,0.3636364,0.0869565,0,27200
241,0.5435685,0,0.0829876,0.0818182,0.9419087,0,0.8333333,0,0.0454545,0.0833333,0,1,0.8888889,0.2727273,0,14999
1517,0.4627554,0.0026368,0.2696111,0.1877301,0.8437706,0,0.6626506,0.001506,0.0135542,0.0568182,0.0045181,0.996988,0.3210227,0.0822511,0.75,30900
289,0.4532872,0.0519031,0.1868512,0.1518987,0.8858131,0,0.7117117,0,0.009009,0.112,0.045045,1,0.232,0.2666667,0.75,14999
378,0.494709,0,0.1216931,0.1465969,0.9153439,0,0.7851852,0.0074074,0.0074074,0.0816327,0,1,0.1564626,0.1363636,0,15300
7510,0.7420772,0.0993342,0.1023968,0.1275168,0.3762983,0.5631158,0.7102446,0.0084098,0.0466361,0.3896407,0.0336391,0.7278287,0.5622958,0.1204819,0.6285714,36300
12219,0.4973402,0.0114576,0.1298797,0.0788017,0.8531795,0.018905,0.7172588,0.0016817,0.0384696,0.050499,0.0069371,0.9941139,0.2377246,0.0410557,0.3870968,88200
4108,0.4515579,0.0133885,0.3483447,0.2059476,0.7592502,0,0.5683739,0.0024863,0.0517156,0.2853589,0.0114371,0.7608155,0.5934613,0.0450928,0.4025974,101800
205,0.4682927,0.004878,0.1219512,0.1009174,0.8780488,0,0.7195122,0,0.0121951,0.0465116,0,1,0.1860465,0.0714286,0,18400
255,0.4823529,0,0.1568627,0.1136364,0.8392157,0,0.631068,0,0.0194175,0.0803571,0,1,0.3839286,0.1111111,1,15800
993,0.5407855,0.040282,0.0362538,0.0197368,0.2567976,0.7270896,0.84375,0,0.0104167,0.0769231,0.0104167,1,0.1538462,0.0526316,0,50900
2582,0.4500387,0.1413633,0.2672347,0.2408451,0.7652982,0.0790085,0.6484064,0.001992,0.0378486,0.0555033,0.1175299,0.9940239,0.3527752,0.0639175,0.5,45900
341,0.4780059,0.1319648,0.1935484,0.1123596,0.914956,0,0.8203125,0,0.0234375,0.0985915,0.1015625,0.984375,0.2042254,0.1071429,1,40400
81805,0.4583583,0.0157692,0.2191675,0.17062,0.7771774,0.0530774,0.6262524,0.001532,0.0341943,0.0769296,0.0118577,0.9949444,0.3013548,0.0679143,0.5267176,40500
1991,0.4751381,0.0005023,0.1541939,0.0870813,0.9020593,0,0.7874837,0.0039113,0.0312907,0.0204342,0,0.9947849,0.1123883,0.0547945,1,55400
1267,0.4585635,0,0.2091555,0.164723,0.7671665,0,0.5787671,0.0034247,0.0702055,0.2851897,0,0.9982877,0.380661,0.0217391,0.9230769,78300
8363,0.3576468,0.0011957,0.9172546,0.5027923,0.5648691,0,0.3974796,0,0.0168597,0.2294974,0.0005109,0.9923365,0.8917465,0,0.4294479,27700
6259,0.4884167,0.3577249,0.0533632,0.0602748,0.8919955,0.0043138,0.7410838,0.0032422,0.0356647,0.0943792,0.3385827,0.9694303,0.3225671,0.0855148,0.3928571,52400
346,0.4768786,0.017341,0.1560694,0.0662983,0.8930636,0,0.7664234,0,0.0364964,0.1045752,0.0072993,1,0.3464052,0.0357143,0.7142857,26400
72,0.5416667,0,0.4166667,0.4242424,0.7222222,0,0.5,0,0.0263158,0.173913,0,1,0.1956522,0.25,0,14999
1394,0.492109,0.0007174,0.1398852,0.0903955,0.91033,0,0.7690722,0.0041237,0.0164948,0.1535777,0,0.9896907,0.2478185,0.1559633,0.8333333,40600
2182,0.4647113,0.0710357,0.208066,0.2071918,0.8130156,0.0595784,0.6965352,0.004779,0.0227001,0.0852459,0.0728793,0.9964158,0.1289617,0.0559441,0.6153846,32800
904,0.4856195,0,0.2422566,0.1677419,0.8506637,0,0.6569149,0,0.0159574,0.0761671,0,0.9973404,0.2678133,0.0714286,0.5714286,20100
795,0.4679245,0.0125786,0.1383648,0.1205674,0.8830189,0,0.7394137,0.0065147,0.029316,0.069697,0.0065147,0.9967427,0.2272727,0.1363636,1,34200
7461,0.4983246,0.0776035,0.066479,0.0502271,0.9132824,0,0.8169173,0.0015038,0.0454887,0.0550622,0.0691729,0.9932331,0.1282416,0.1492537,0.08,57900
5688,0.4600914,0.015647,0.2176512,0.1566265,0.7415612,0.0087904,0.5493223,0.0041416,0.0692771,0.1146667,0.0131777,0.9860693,0.5,0.0412225,0.8095238,132400
19588,0.4787115,0.0855115,0.0842352,0.0887278,0.8915152,0.0121503,0.7759754,0.0037757,0.031604,0.0662053,0.0696406,0.9934275,0.2844085,0.0856354,0.3846154,41900
957,0.4503657,0.0010449,0.2685475,0.2091255,0.7962382,0.061651,0.6737968,0.0026738,0.0240642,0.0531646,0,0.9973262,0.2506329,0.0229885,1,26800
1247,0.4835605,0,0.319166,0.2360248,0.7931034,0.0537289,0.6579926,0.0037175,0.0111524,0.0865874,0,1,0.3191851,0.0927152,0.4545455,19100
2770,0.4963899,0.0028881,0.1545126,0.1412186,0.8512635,0.0176895,0.6944444,0.0038314,0.0335249,0.0968858,0.0028736,0.9971264,0.2759516,0.074928,0.5,42100
160,0.50625,0,0.275,0.1518987,0.88125,0,0.7205882,0,0,0.2093023,0,0.9852941,0.4186047,0.0625,1,14999
1414,0.4512023,0.0933522,0.1980198,0.1842784,0.7666195,0.1096181,0.6720648,0.0020243,0.0222672,0.1627119,0.1012146,0.9939271,0.4830508,0.1853659,0.5,19000
259,0.5289575,0,0.1505792,0.057377,0.7528958,0,0.5775862,0,0.1206897,0.8461538,0,0.9827586,0.4217507,0.0980392,0.75,73100
1748,0.4742563,0.0005721,0.2116705,0.1675734,0.8358124,0.0234554,0.6812585,0.002736,0.0150479,0.1420188,0.001368,0.9931601,0.3309859,0.0502793,0.76,20200
1044,0.4875479,0.0277778,0.1369732,0.0915888,0.7816092,0.0680077,0.6578249,0,0.0636605,0.0431472,0.0159151,1,0.2284264,0.0610687,1,165300
169,0.4260355,0,0.1715976,0.1546392,0.8994083,0,0.734375,0,0,0.2098765,0,1,0.1481481,0.0833333,1,16500
9379,0.4714788,0.0002132,0.1455379,0.1184184,0.8384689,0.0243096,0.6895799,0.0043644,0.033006,0.0485336,0.0002728,0.9942717,0.2605762,0.0510689,0.35,41800
193,0.5025907,0,0.1917098,0.125,0.8911917,0,0.7042254,0,0,0.8289157,0,1,0.4481928,0.3,1,42800
2657,0.445239,0.0007527,0.2694769,0.2089552,0.7802032,0.0752729,0.6586074,0.0067698,0.0174081,0.0865724,0,0.9951644,0.3560071,0.0583333,0,45500
397,0.4911839,0.0025189,0.0982368,0.0544554,0.8463476,0,0.6577181,0.0134228,0.0536913,0.1235294,0.0067114,0.9932886,0.3941176,0.18,0.6363636,27000
7,0.5714286,0,0,0,1,0,1,0,0,0,0,1,0.5,0,0,14999
188,0.4574468,0.9680851,0.1276596,0.1176471,0.9202128,0,0.75,0,0.0178571,0.0508475,0.9642857,1,0.2372881,0,0,14999
5857,0.486768,0.0017074,0.0621479,0.0758483,0.9791702,0,0.9063251,0,0.0040032,0.1007919,0.0040032,0.9847878,0.3441325,0.1767956,0.3333333,18900
130,0.5230769,0,0.1538462,0.1774194,0.8307692,0,0.5849057,0,0,0.0701754,0,1,0.3684211,0.25,0,26300
1349,0.4595997,0.0318755,0.2238695,0.1769547,0.7657524,0.0867309,0.6518375,0.0058027,0.0232108,0.1296296,0.0251451,0.9864603,0.2508418,0.0860927,1,15900
34204,0.4793299,0.0068705,0.1291954,0.0975911,0.885335,0.0079815,0.7463854,0.0014221,0.0299439,0.0324134,0.0078218,0.9907561,0.1914227,0.0394292,0.4545455,77400
134,0.5074627,0,0.0895522,0.1212121,0.9328358,0,0.8125,0,0,0.0204082,0,1,0.1632653,0.0909091,0,23800
3003,0.4811855,0.000333,0.1471861,0.1290116,0.8498168,0.02331,0.71185,0.0025575,0.0306905,0.1848506,0,0.9897698,0.3683113,0.1039755,0.7555556,30000
721,0.5020804,0,0.1983356,0.1197772,0.889043,0,0.7436823,0.0108303,0.0108303,0.0918033,0,0.9819495,0.3377049,0.1694915,0,14999
250,0.5,0,0.136,0.128,0.908,0,0.7444444,0,0,0.0816327,0,1,0.3673469,0.2272727,0,14999
373,0.5067024,0,0.0965147,0.076087,0.9356568,0,0.848,0.008,0.024,0.015748,0,0.992,0.1338583,0.0833333,0,43100
786,0.5038168,0.0063613,0.0419847,0.0384615,0.9478372,0,0.8565737,0,0.0159363,0.0383142,0.0039841,1,0.2375479,0.0847458,1,41800
200,0.5,0,0.03,0.04,0.905,0,0.7647059,0.0147059,0.0294118,0.2608696,0,0.8676471,0.4673913,0.1333333,0,33800
55,0.4909091,0,0.0363636,0.0357143,0.9818182,0,0.9375,0,0,0.3333333,0,1,0.2083333,0,1,51900
147,0.462585,0,0.1564626,0.1518987,0.8843537,0,0.6964286,0,0,0.0967742,0,0.9821429,0.2419355,0.0909091,0,14999
2130,0.4568075,0.0018779,0.2140845,0.1659464,0.8624413,0,0.6923937,0,0.0201342,0.0840164,0.0011186,0.9966443,0.2786885,0.0472103,0.6,25700
2121,0.4587459,0.0127298,0.272513,0.1707317,0.8514851,0,0.6783439,0,0.0116773,0.0228216,0.0159236,0.9989384,0.2157676,0.0179641,0.1,61100
10550,0.4849289,0.0054976,0.1325118,0.1059993,0.8028436,0.0441706,0.6876819,0.006547,0.0531038,0.0650646,0.0046072,0.9961203,0.4089776,0.0483582,0.6326531,38100
51412,0.4792655,0.0099782,0.1366996,0.1182579,0.8678324,0.002548,0.7120336,0.0045043,0.0409991,0.0243695,0.009418,0.9901213,0.2702122,0.0660491,0.2481752,44800
898,0.4699332,0,0.1169265,0.0840336,0.9420935,0,0.8239437,0,0.0070423,0.183908,0,0.4507042,0.295977,0.1081081,0.9166667,23900
685,0.4642336,0,0.220438,0.147139,0.8875912,0,0.737037,0.0037037,0.0074074,0.1262136,0,0.9962963,0.3915858,0.1492537,0.5,14999
8600,0.4695349,0.1626744,0.1384884,0.1174923,0.5682558,0.2406977,0.5746345,0.0020401,0.1009861,0.0525129,0.1349881,0.9931996,0.4007732,0.0418702,0.6,33000
1041,0.4774256,0.2315082,0.1306436,0.1121324,0.9020173,0,0.7449857,0.0028653,0.0229226,0.1630695,0.2550143,0.6905444,0.4028777,0.1886792,1,22300
627,0.4625199,0,0.3987241,0.2937685,0.7416268,0.0669856,0.5972222,0,0.0138889,0.1428571,0,1,0.2797619,0.0243902,0.7142857,14999
8906,0.4953964,0.0094318,0.1734786,0.0925679,0.9326297,0.0033685,0.847032,0.0019026,0.0414764,0.0186706,0.011035,0.9577626,0.2606423,0.1779053,0.5,220600
1063,0.4703669,0.0056444,0.1345249,0.1190053,0.89746,0,0.7561576,0.0049261,0.0221675,0.0536131,0.0073892,0.9950739,0.2517483,0.1,0.75,26500
1511,0.4884183,0.0006618,0.1753805,0.0983182,0.8550629,0,0.6774716,0.0032415,0.0291734,0.0448916,0,0.9724473,0.4102167,0.0869565,0.6666667,27300
3083,0.4959455,0.0087577,0.153422,0.0875161,0.9182614,0,0.8032787,0.0008628,0.0163934,0.0252313,0.0069025,0.9887834,0.1219512,0.0675676,0.5,62200
544,0.4650735,0.0018382,0.1452206,0.1340206,0.8970588,0,0.752381,0,0.0190476,0.0948276,0,1,0.2155172,0.0277778,1,17100
704,0.4644886,0.4616477,0.09375,0.0901857,0.8963068,0,0.7294118,0,0.0156863,0.1693811,0.4196078,0.9960784,0.3680782,0.0921053,1,20700
3484,0.5275545,0.0008611,0.0714696,0.0552855,0.8036739,0.0226751,0.6650718,0.0095694,0.0988836,0.2463942,0.0023923,0.9098884,0.4122596,0.0962264,0.1904762,96300
17284,0.4877343,0.00162,0.1450474,0.115541,0.8658297,0,0.6986261,0.0024847,0.031862,0.0311526,0.0016077,0.9944461,0.2252903,0.0602667,0.1794872,51100
718,0.4805014,0.0027855,0.2506964,0.0697051,0.9233983,0,0.85,0,0.015625,0.8433676,0.003125,1,0.1649535,0.0175439,0.4074074,219800
527,0.4705882,0.4611006,0.1499051,0.1218638,0.8994307,0,0.7486339,0,0.0218579,0.1327014,0.3442623,1,0.2417062,0.125,1,37500
175,0.48,0,0.1942857,0.0879121,0.8285714,0,0.6666667,0,0.0238095,0.808656,0,0.9880952,0.2915718,0,0.1111111,128500
40283,0.4950475,0.2709828,0.1465879,0.1238877,0.737954,0.0997691,0.6281652,0.0048747,0.0559919,0.0779699,0.209411,0.9761679,0.3979025,0.0934328,0.5454545,22500
2128,0.4638158,0.0014098,0.2199248,0.1621385,0.8421053,0.0211466,0.6947977,0.0046243,0.0231214,0.0648649,0.0011561,0.9988439,0.2940541,0.0443548,0.75,25000
15614,0.4724606,0.0682721,0.1047778,0.0727207,0.8345715,0.007109,0.674936,0.0035211,0.0576184,0.0507445,0.065621,0.9785531,0.286539,0.0303153,0.2647059,70600
6018,0.4877036,0.0054835,0.1565304,0.1167694,0.8909937,0.0302426,0.7808219,0.0010147,0.0202943,0.1049046,0.007103,0.4556063,0.4232516,0.1955307,0.8,23200
1352,0.4889053,0.0007396,0.2818047,0.1808973,0.7899408,0,0.6117103,0.0015408,0.0385208,0.6885797,0.0015408,0.9799692,0.371881,0.0470588,0.9224138,160900
52,0.4423077,0,0.1538462,0.1724138,0.8653846,0,0.6818182,0,0,0.2413793,0,1,0.4827586,0,0,15600
27331,0.515605,0.0831656,0.0574073,0.0594456,0.8314734,0.0040613,0.671941,0.010621,0.1109786,0.056351,0.0848597,0.74683,0.6541215,0.1744829,0.2363636,187100
5853,0.4613019,0.2029728,0.1399282,0.0983191,0.8113788,0.0017085,0.6261569,0.0020121,0.0591549,0.0887422,0.1778672,0.98833,0.2724606,0.0603113,0.1176471,72100
8294,0.4770919,0.0397878,0.1732578,0.1187457,0.8293947,0.0027731,0.6718023,0.0034884,0.0616279,0.0717755,0.0348837,0.9238372,0.3327037,0.0581297,0.2765957,75400
1172,0.4513652,0,0.2994881,0.2395023,0.7670648,0.0622867,0.6040816,0.0020408,0.0081633,0.1171171,0,1,0.3297297,0.0606061,0.6666667,19900
41,0.4390244,0,0.195122,0.0869565,0.8536585,0,0.7058824,0,0.0588235,0.2608696,0,1,0.173913,0,0,14999
44,0.3863636,0.0227273,0.2954545,0.3333333,0.7045455,0,0.5714286,0,0.1428571,0.3,0,0.8095238,0,0,0,500001
1445,0.4484429,0.0456747,0.2089965,0.1643664,0.8138408,0,0.6133122,0.0015848,0.0269414,0.0706922,0.0316957,0.9952456,0.4079529,0.0526316,1,37000
3899,0.4483201,0.0017953,0.2690433,0.2157136,0.8061041,0.0400103,0.6613757,0.0011758,0.0099941,0.0617761,0.0005879,0.9976484,0.3149476,0.0495495,0.6818182,29500
1167,0.5064267,0,0.1353899,0.0954861,0.8980291,0,0.7570755,0.0023585,0.0259434,0.0093458,0,0.9811321,0.2640187,0.0506329,1,40500
6457,0.438284,0.0188942,0.1071705,0.0840915,0.3546539,0.3402509,0.4382955,0.0033204,0.252352,0.0573813,0.0199225,0.9950194,0.419927,0.0443396,0.4545455,49200
679,0.466863,0,0.2842415,0.1823204,0.8129602,0.0014728,0.6207951,0,0.0061162,0.1185984,0,0.9877676,0.3180593,0.0384615,0.2,14999
7462,0.478156,0.0014741,0.1373626,0.1124807,0.8666577,0.0046904,0.7144333,0.0031002,0.0361695,0.0320107,0.0020668,0.9689976,0.2804268,0.0390356,0.4,49100
630,0.5174603,0.1857143,0.1015873,0.0822368,0.8793651,0,0.7090909,0.0045455,0.0272727,0.0598291,0.1863636,0.9909091,0.3931624,0.2280702,0,25000
4565,0.4698795,0.0006572,0.1936473,0.1409091,0.8556407,0.0032859,0.6832164,0.0010793,0.0291419,0.0593909,0,0.9956827,0.2746193,0.0657084,0.5769231,29600
3571,0.4444133,0.5553066,0.1960235,0.1542339,0.8762251,0.0011201,0.7107143,0.0021429,0.0171429,0.0813648,0.5042857,0.9942857,0.2926509,0.108209,0.5555556,33600
41659,0.4916105,0.0189155,0.1199981,0.0625148,0.9116397,0.0091697,0.824734,0.0017399,0.035602,0.033941,0.0175333,0.9611189,0.1668606,0.0864469,0.2727273,448500
65,0.4461538,0,0.2461538,0.0833333,0.9230769,0,0.8214286,0,0,0.0344828,0,1,0.3103448,0,0,14999
51,0.4901961,0,0.0784314,0,0.9215686,0,0.8235294,0,0.0588235,0.1052632,0,1,0.2631579,0,0,14999
1554,0.4967825,0.0057915,0.0508366,0.0319693,0.9498069,0,0.8710938,0,0.0234375,0.0536044,0.0058594,0.9804688,0.0887246,0.0740741,0.6,122400
2952,0.5355691,0.2096883,0.0037263,0.0058352,0.8773713,0.0813008,0.8693743,0,0.0021954,0.0065431,0.2074643,0.9012075,0.387132,0.076412,0,362500
