@relation mortgage
@attribute 1MonthCDRate real [3.02,20.76]
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@inputs 1MonthCDRate, 1Y-CMaturityRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 30Y-CMortgageRate 
@data
9.01,118.322,12.82,8.64,8.76,10.29,10.61,1482.9,139.5,238.2,8.84,504.4,360.3,1103.2,687,9.64
17.87,95.04,14.95,13.91,14.31,12.81,12.54,1232.3,115.2,255.5,18.45,406.9,288.1,929.1,387.2,13.86
5.27,85.299,7.88,5.01,5,6.08,6.28,3720,390.1,399.9,5.22,1082.6,683.6,2747.1,1250.4,5.55
5.44,93.179,6.69,4.32,4.36,4.43,4.39,4566,458.7,378.9,4.68,1093,626,3334,1600.8,4.49
8.08,81.963,10.24,7.18,7.2,8.1,8.34,2740.1,244.2,274.6,7.96,816.8,564.7,2105.6,922.5,7.58
5.31,89.924,7.65,5.02,5,5.99,6.14,3837.1,398.2,401.8,5.05,1075.2,668.7,2815.6,1290.2,5.49
6.01,83.856,8.84,5.82,5.75,7.28,7.4,3360.4,358.1,381.8,5.93,1144.8,778.7,2425.7,1115.8,6.7
5.3,84.112,7.53,5.03,5.03,5.79,5.94,3734,391.7,400.8,5.41,1077.3,677.2,2757.6,1262.9,5.42
9.34,85.261,10.46,8.04,7.96,9.01,8.99,2428.8,211.7,288.9,8.59,787.1,569.3,1866.6,928.4,8.89
7.28,83.494,9.63,6.52,6.31,7.41,7.77,2749.2,250.2,274.2,6.4,825.4,568.2,2112.1,926.2,6.71
5.72,92.767,8.18,5.24,5.26,6.48,6.56,4794.8,524.7,345.6,5.62,1120.6,587.7,3532.6,1737.8,6.12
8.19,91.191,10.12,7.73,7.7,8.36,8.39,2684.6,233.8,273.7,8.3,809.2,567.6,2066.7,914.8,8.05
10.21,132.995,14.1,9.98,9.81,11.88,12.1,1707.6,154.7,239.3,10.22,542,382.6,1302.8,687.2,10.93
