@relation mortgage
@attribute 1MonthCDRate real [3.02,20.76]
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@inputs 1MonthCDRate, 1Y-CMaturityRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 30Y-CMortgageRate 
@data
6.66,87.755,10.16,5.85,5.74,7.63,7.91,2272.9,198.6,289.6,6.66,759.2,554.6,1734.6,937.8,6.77
6,77.982,7.53,5.35,5.43,5.83,5.95,3507.3,367.3,385,5.95,1143.4,766.1,2533.2,1098.6,5.65
9.04,115.684,15.88,7.75,7.5,12,12.38,1394.1,129,228.2,9.04,453.9,319.8,1070.6,345,10.63
11.96,104.445,17.7,10.69,10.31,12.72,13.12,1302.7,121.5,228.6,13.17,430.1,304.9,991.6,343,11.88
7.8,127.998,12.24,7.14,7.13,9.28,9.84,1839.1,164.3,257.6,7.88,597.9,426.6,1411.9,787,8.07
6.77,82.428,9.56,6.22,6.17,7.29,7.6,2750.5,253.3,273.7,7.46,830.2,569.8,2107.2,930.2,6.51
15.32,105.344,18.36,14.2,14.29,15.98,15.73,1287.6,120,228.7,15.33,425.3,300.9,976.7,347.2,16.05
5.85,98.824,9.04,5.23,5.35,6.37,6.58,2133,182.7,295.6,6.01,727.1,539.1,1622.8,956.6,5.69
9.52,92.699,10.69,8.21,8.3,8.9,8.86,2498.6,216.5,277.9,9.75,772.7,549.7,1934.7,858.5,8.89
8.9,93.454,10.16,7.72,7.84,8.42,8.32,2559.4,219.8,278.1,9.02,784.4,557.4,1994.3,870.9,8.38
7.49,131.292,12.03,6.92,6.99,8.96,9.5,1837.7,162.5,255.3,8.07,590.2,420.8,1407.1,776.9,7.73
7.97,135.73,12.96,7.68,7.65,10.25,10.7,1751.8,157.2,246,8.19,557.5,395.9,1341.8,727.8,8.9
